pitch_id,game_id,inning,inning_half,outs,balls,strikes,batting_team_name,fielding_team_name,batter_id,pitcher_id,catcher_id,called_strike_or_ball,abs_zone_call,was_challenged,challenge_id,pitch_x,pitch_z,sz_top,sz_bot
P0001029,2025-04-02,3,top,0,2,0,Des Moines Dragons,Austin Aces,1033,1012,1001,ball,strike,False,,0.654,1.912,3.21,1.62
P0001030,2025-04-02,4,top,1,1,0,Des Moines Dragons,Austin Aces,1030,1012,1001,strike,strike,False,,-0.077,2.274,3.21,1.62
P0001031,2025-04-02,6,top,0,2,2,Des Moines Dragons,Austin Aces,1032,1013,1001,strike,strike,False,,-0.487,2.939,3.21,1.62
P0001032,2025-04-02,2,top,1,2,0,Des Moines Dragons,Austin Aces,1036,1014,1001,ball,ball,False,,-0.004,1.541,3.21,1.62
P0001033,2025-04-02,7,top,0,0,0,Des Moines Dragons,Austin Aces,1034,1012,1001,strike,strike,False,,-0.671,2.918,3.21,1.62
P0001034,2025-04-02,2,bottom,2,0,0,Austin Aces,Des Moines Dragons,1005,1039,1029,ball,ball,False,,-1.019,2.58,3.21,1.62
P0001035,2025-04-02,9,bottom,1,3,2,Austin Aces,Des Moines Dragons,1001,1038,1029,strike,strike,False,,0.205,2.225,3.21,1.62
P0001036,2025-04-02,7,bottom,2,0,0,Austin Aces,Des Moines Dragons,1007,1039,1029,ball,ball,False,,0.131,1.417,3.21,1.62
P0001037,2025-04-02,6,bottom,1,1,2,Austin Aces,Des Moines Dragons,1006,1038,1029,ball,ball,False,,1.084,1.752,3.21,1.62
P0001038,2025-04-02,9,top,2,3,2,Des Moines Dragons,Austin Aces,1031,1010,1001,ball,ball,False,,0.715,2.311,3.21,1.62
P0001039,2025-04-02,6,bottom,0,0,2,Austin Aces,Des Moines Dragons,1009,1040,1029,strike,strike,False,,-0.535,2.56,3.21,1.62
P0001040,2025-04-02,1,top,1,0,1,Des Moines Dragons,Austin Aces,1029,1014,1001,strike,strike,False,,-0.486,2.609,3.21,1.62
P0001041,2025-04-02,2,top,2,2,0,Des Moines Dragons,Austin Aces,1035,1012,1001,ball,ball,False,,-0.418,1.153,3.21,1.62
P0001042,2025-04-02,6,bottom,1,0,0,Austin Aces,Des Moines Dragons,1003,1039,1029,strike,strike,False,,0.614,2.188,3.21,1.62
P0001043,2025-04-02,7,top,2,1,1,Des Moines Dragons,Austin Aces,1037,1011,1001,ball,ball,False,,-0.197,0.53,3.21,1.62
P0001044,2025-04-02,9,top,0,2,0,Des Moines Dragons,Austin Aces,1033,1013,1001,strike,strike,False,,0.452,2.057,3.21,1.62
P0001045,2025-04-02,8,top,2,0,0,Des Moines Dragons,Austin Aces,1030,1010,1001,strike,strike,False,,0.64,1.644,3.21,1.62
P0001046,2025-04-02,8,top,2,3,2,Des Moines Dragons,Austin Aces,1032,1010,1001,ball,strike,False,,0.661,1.736,3.21,1.62
P0001047,2025-04-02,5,top,2,0,2,Des Moines Dragons,Austin Aces,1036,1012,1001,ball,ball,False,,0.929,2.667,3.21,1.62
P0001048,2025-04-02,8,top,2,1,0,Des Moines Dragons,Austin Aces,1034,1014,1001,ball,ball,False,,-0.33,3.217,3.21,1.62
P0001049,2025-04-02,2,top,2,0,2,Des Moines Dragons,Austin Aces,1031,1014,1001,strike,strike,False,,-0.097,2.228,3.21,1.62
P0001050,2025-04-02,4,bottom,2,3,2,Austin Aces,Des Moines Dragons,1002,1040,1029,strike,strike,False,,-0.186,2.403,3.21,1.62
P0001051,2025-04-02,8,bottom,2,1,0,Austin Aces,Des Moines Dragons,1004,1042,1029,ball,ball,False,,-0.877,2.114,3.21,1.62
P0001052,2025-04-02,9,bottom,1,2,0,Austin Aces,Des Moines Dragons,1008,1042,1029,strike,ball,False,,0.339,1.617,3.21,1.62
P0001053,2025-04-02,7,bottom,0,1,0,Austin Aces,Des Moines Dragons,1005,1040,1029,ball,ball,False,,-0.915,3.379,3.21,1.62
P0001054,2025-04-02,8,bottom,2,1,2,Austin Aces,Des Moines Dragons,1001,1041,1029,strike,ball,False,,0.114,1.443,3.21,1.62
P0001055,2025-04-02,2,bottom,1,3,0,Austin Aces,Des Moines Dragons,1007,1040,1029,ball,ball,False,,0.63,1.352,3.21,1.62
P0001056,2025-04-02,4,bottom,1,3,2,Austin Aces,Des Moines Dragons,1006,1040,1029,ball,ball,False,,0.869,2.545,3.21,1.62
P0001057,2025-04-02,9,bottom,1,0,1,Austin Aces,Des Moines Dragons,1009,1039,1029,ball,ball,False,,-0.981,1.639,3.21,1.62
P0001058,2025-04-02,2,top,0,3,0,Des Moines Dragons,Austin Aces,1029,1013,1001,ball,ball,False,,-0.874,2.761,3.21,1.62
P0001059,2025-04-02,9,top,0,1,0,Des Moines Dragons,Austin Aces,1035,1013,1001,ball,strike,False,,0.558,2.657,3.21,1.62
P0001060,2025-04-02,4,top,1,1,1,Des Moines Dragons,Austin Aces,1037,1010,1001,ball,ball,False,,0.731,2.519,3.21,1.62
P0001061,2025-04-02,7,bottom,1,1,2,Austin Aces,Des Moines Dragons,1003,1041,1029,ball,ball,False,,0.876,2.871,3.21,1.62
P0001062,2025-04-02,7,bottom,0,0,1,Austin Aces,Des Moines Dragons,1002,1042,1029,strike,strike,False,,-0.622,2.45,3.21,1.62
P0001063,2025-04-02,6,bottom,2,2,0,Austin Aces,Des Moines Dragons,1004,1039,1029,strike,strike,False,,-0.108,2.722,3.21,1.62
P0001064,2025-04-02,8,bottom,1,2,0,Austin Aces,Des Moines Dragons,1008,1039,1029,strike,strike,False,,0.686,2.517,3.21,1.62
P0001065,2025-04-02,1,top,1,2,1,Des Moines Dragons,Austin Aces,1033,1011,1001,ball,ball,False,,-0.229,3.22,3.21,1.62
P0001066,2025-04-02,9,bottom,2,3,1,Austin Aces,Des Moines Dragons,1005,1040,1029,ball,ball,False,,0.738,3.132,3.21,1.62
P0001067,2025-04-02,4,bottom,2,2,2,Austin Aces,Des Moines Dragons,1001,1039,1029,strike,strike,False,,-0.256,3.13,3.21,1.62
P0001068,2025-04-02,8,bottom,1,1,2,Austin Aces,Des Moines Dragons,1007,1039,1029,strike,strike,False,,-0.589,1.95,3.21,1.62
P0001069,2025-04-02,9,bottom,2,1,2,Austin Aces,Des Moines Dragons,1006,1040,1029,strike,strike,False,,0.508,2.857,3.21,1.62
P0001070,2025-04-02,8,bottom,2,2,0,Austin Aces,Des Moines Dragons,1009,1042,1029,ball,ball,False,,-0.086,1.441,3.21,1.62
P0001071,2025-04-02,9,bottom,2,3,1,Austin Aces,Des Moines Dragons,1003,1041,1029,strike,strike,False,,-0.023,2.261,3.21,1.62
P0001072,2025-04-02,2,bottom,0,1,2,Austin Aces,Des Moines Dragons,1002,1039,1029,strike,strike,False,,0.021,2.406,3.21,1.62
P0001073,2025-04-02,3,bottom,1,1,2,Austin Aces,Des Moines Dragons,1004,1038,1029,strike,strike,False,,0.349,1.689,3.21,1.62
P0001074,2025-04-02,6,bottom,1,3,1,Austin Aces,Des Moines Dragons,1008,1042,1029,strike,strike,False,,-0.31,2.32,3.21,1.62
P0001075,2025-04-02,1,bottom,1,1,2,Austin Aces,Des Moines Dragons,1005,1040,1029,strike,strike,False,,0.53,3.057,3.21,1.62
P0001076,2025-04-02,4,bottom,0,2,0,Austin Aces,Des Moines Dragons,1001,1040,1029,strike,strike,False,,-0.441,2.288,3.21,1.62
P0001077,2025-04-02,6,bottom,2,1,2,Austin Aces,Des Moines Dragons,1007,1038,1029,strike,strike,False,,-0.137,2.578,3.21,1.62
P0001078,2025-04-02,2,top,2,2,0,Des Moines Dragons,Austin Aces,1030,1010,1001,strike,strike,False,,-0.213,2.339,3.21,1.62
P0001079,2025-04-02,5,top,0,3,0,Des Moines Dragons,Austin Aces,1032,1012,1001,ball,ball,False,,-0.105,3.866,3.21,1.62
P0001080,2025-04-02,4,bottom,0,3,2,Austin Aces,Des Moines Dragons,1006,1041,1029,ball,ball,False,,0.861,2.039,3.21,1.62
P0001081,2025-04-02,5,top,0,3,0,Des Moines Dragons,Austin Aces,1036,1013,1001,strike,strike,False,,0.342,2.739,3.21,1.62
P0001082,2025-04-02,2,top,1,1,1,Des Moines Dragons,Austin Aces,1034,1011,1001,strike,strike,False,,-0.094,2.474,3.21,1.62
P0001083,2025-04-02,1,bottom,1,0,1,Austin Aces,Des Moines Dragons,1009,1039,1029,strike,strike,False,,0.201,2.823,3.21,1.62
P0001084,2025-04-02,5,bottom,0,1,0,Austin Aces,Des Moines Dragons,1003,1038,1029,strike,strike,False,,-0.271,1.836,3.21,1.62
P0001085,2025-04-02,1,bottom,2,1,1,Austin Aces,Des Moines Dragons,1002,1040,1029,ball,ball,False,,0.914,1.482,3.21,1.62
P0001086,2025-04-02,1,bottom,2,1,0,Austin Aces,Des Moines Dragons,1004,1038,1029,ball,ball,False,,-0.537,1.605,3.21,1.62
P0001087,2025-04-02,6,top,0,2,2,Des Moines Dragons,Austin Aces,1031,1010,1001,ball,ball,False,,-0.742,1.989,3.21,1.62
P0001088,2025-04-02,6,top,2,2,0,Des Moines Dragons,Austin Aces,1029,1011,1001,ball,ball,False,,0.11,3.336,3.21,1.62
P0001089,2025-04-02,3,top,0,2,2,Des Moines Dragons,Austin Aces,1035,1011,1001,strike,strike,False,,-0.303,3.104,3.21,1.62
P0001090,2025-04-02,9,top,1,3,2,Des Moines Dragons,Austin Aces,1037,1012,1001,ball,strike,False,,0.541,2.498,3.21,1.62
P0001091,2025-04-02,8,bottom,2,2,0,Austin Aces,Des Moines Dragons,1008,1042,1029,strike,strike,False,,-0.537,2.27,3.21,1.62
P0001092,2025-04-02,5,bottom,0,3,0,Austin Aces,Des Moines Dragons,1005,1040,1029,ball,strike,False,,-0.052,3.173,3.21,1.62
P0001093,2025-04-02,9,bottom,2,2,0,Austin Aces,Des Moines Dragons,1001,1042,1029,strike,ball,False,,0.713,2.537,3.21,1.62
P0001094,2025-04-02,1,bottom,0,3,1,Austin Aces,Des Moines Dragons,1007,1038,1029,ball,strike,False,,-0.4,3.135,3.21,1.62
P0001095,2025-04-02,2,top,0,1,1,Des Moines Dragons,Austin Aces,1033,1014,1001,ball,ball,False,,-0.449,0.665,3.21,1.62
P0001096,2025-04-02,1,bottom,2,0,2,Austin Aces,Des Moines Dragons,1006,1038,1029,ball,ball,False,,-0.734,2.297,3.21,1.62
P0001097,2025-04-02,8,top,1,2,1,Des Moines Dragons,Austin Aces,1030,1014,1001,ball,strike,False,,-0.639,2.244,3.21,1.62
P0001098,2025-04-02,1,bottom,1,0,2,Austin Aces,Des Moines Dragons,1009,1041,1029,strike,strike,False,,0.52,2.541,3.21,1.62
P0001099,2025-04-02,4,top,2,3,1,Des Moines Dragons,Austin Aces,1032,1012,1001,strike,strike,False,,-0.417,1.93,3.21,1.62
P0001100,2025-04-02,7,top,2,0,2,Des Moines Dragons,Austin Aces,1036,1010,1001,strike,strike,False,,-0.084,2.29,3.21,1.62
P0001101,2025-04-02,4,bottom,2,1,0,Austin Aces,Des Moines Dragons,1003,1041,1029,strike,strike,False,,0.317,3.066,3.21,1.62
P0001102,2025-04-02,4,top,1,2,2,Des Moines Dragons,Austin Aces,1034,1012,1001,strike,strike,False,,-0.195,2.614,3.21,1.62
P0001103,2025-04-02,8,bottom,2,1,0,Austin Aces,Des Moines Dragons,1002,1040,1029,ball,ball,False,,-0.985,3.165,3.21,1.62
P0001104,2025-04-02,4,bottom,0,0,0,Austin Aces,Des Moines Dragons,1004,1039,1029,strike,strike,False,,0.497,1.971,3.21,1.62
P0001105,2025-04-02,4,top,0,2,2,Des Moines Dragons,Austin Aces,1031,1010,1001,strike,strike,False,,-0.39,2.5,3.21,1.62
P0001106,2025-04-02,4,top,2,0,1,Des Moines Dragons,Austin Aces,1029,1010,1001,ball,ball,False,,-0.026,3.364,3.21,1.62
P0001107,2025-04-02,9,top,2,3,0,Des Moines Dragons,Austin Aces,1035,1014,1001,ball,ball,False,,-1.384,1.983,3.21,1.62
P0001108,2025-04-02,2,bottom,0,1,1,Austin Aces,Des Moines Dragons,1008,1040,1029,ball,ball,False,,-0.288,4.127,3.21,1.62
P0001109,2025-04-02,9,top,0,0,1,Des Moines Dragons,Austin Aces,1037,1011,1001,strike,strike,False,,-0.483,2.676,3.21,1.62
P0001110,2025-04-02,6,top,2,2,2,Des Moines Dragons,Austin Aces,1033,1014,1001,ball,ball,False,,0.101,0.953,3.21,1.62
P0001111,2025-04-02,2,bottom,2,1,1,Austin Aces,Des Moines Dragons,1005,1038,1029,ball,ball,False,,-0.875,2.312,3.21,1.62
P0001112,2025-04-02,4,top,0,3,0,Des Moines Dragons,Austin Aces,1030,1011,1001,ball,ball,False,,0.483,1.529,3.21,1.62
P0001113,2025-04-02,9,bottom,2,1,1,Austin Aces,Des Moines Dragons,1001,1042,1029,ball,ball,False,,-1.113,2.46,3.21,1.62
P0001114,2025-04-02,8,bottom,2,0,0,Austin Aces,Des Moines Dragons,1007,1042,1029,strike,strike,False,,0.193,2.58,3.21,1.62
P0001115,2025-04-02,1,bottom,0,3,2,Austin Aces,Des Moines Dragons,1006,1038,1029,ball,ball,False,,0.152,3.636,3.21,1.62
P0001116,2025-04-02,4,bottom,2,0,1,Austin Aces,Des Moines Dragons,1009,1042,1029,ball,ball,False,,-0.79,2.487,3.21,1.62
P0001117,2025-04-02,8,top,1,1,0,Des Moines Dragons,Austin Aces,1032,1014,1001,strike,strike,False,,0.65,2.447,3.21,1.62
P0001118,2025-04-02,7,top,0,1,1,Des Moines Dragons,Austin Aces,1036,1012,1001,ball,ball,False,,-0.794,2.66,3.21,1.62
P0001119,2025-04-02,2,top,2,3,1,Des Moines Dragons,Austin Aces,1034,1014,1001,strike,strike,False,,-0.532,2.593,3.21,1.62
P0001120,2025-04-02,8,top,0,2,0,Des Moines Dragons,Austin Aces,1031,1013,1001,ball,ball,False,,0.965,1.972,3.21,1.62
P0001121,2025-04-02,7,bottom,1,2,2,Austin Aces,Des Moines Dragons,1003,1042,1029,ball,ball,False,,0.782,2.2,3.21,1.62
P0001122,2025-04-02,9,top,2,0,1,Des Moines Dragons,Austin Aces,1029,1013,1001,ball,ball,False,,0.812,2.503,3.21,1.62
P0001123,2025-04-02,6,bottom,1,1,2,Austin Aces,Des Moines Dragons,1002,1040,1029,ball,ball,False,,0.299,3.34,3.21,1.62
P0001124,2025-04-02,7,top,2,0,1,Des Moines Dragons,Austin Aces,1035,1010,1001,ball,ball,False,,0.806,2.933,3.21,1.62
P0001125,2025-04-02,5,top,0,1,0,Des Moines Dragons,Austin Aces,1037,1010,1001,ball,ball,False,,-0.118,3.54,3.21,1.62
P0001126,2025-04-02,5,top,2,1,2,Des Moines Dragons,Austin Aces,1033,1011,1001,ball,ball,False,,0.954,3.279,3.21,1.62
P0001127,2025-04-02,1,bottom,2,3,0,Austin Aces,Des Moines Dragons,1004,1038,1029,strike,strike,False,,0.129,1.681,3.21,1.62
P0001128,2025-04-02,3,top,1,0,2,Des Moines Dragons,Austin Aces,1030,1011,1001,strike,strike,False,,-0.078,2.314,3.21,1.62
P0001129,2025-04-02,7,bottom,2,2,2,Austin Aces,Des Moines Dragons,1008,1040,1029,ball,ball,False,,0.796,3.209,3.21,1.62
P0001130,2025-04-02,8,top,1,3,2,Des Moines Dragons,Austin Aces,1032,1014,1001,ball,ball,False,,0.384,1.244,3.21,1.62
P0001131,2025-04-02,7,bottom,0,1,0,Austin Aces,Des Moines Dragons,1005,1039,1029,strike,strike,False,,-0.28,2.709,3.21,1.62
P0001132,2025-04-02,1,bottom,1,0,2,Austin Aces,Des Moines Dragons,1001,1039,1029,ball,ball,False,,0.158,3.315,3.21,1.62
P0001133,2025-04-02,5,bottom,0,3,1,Austin Aces,Des Moines Dragons,1007,1041,1029,strike,strike,False,,0.138,2.006,3.21,1.62
P0001134,2025-04-02,8,bottom,1,1,0,Austin Aces,Des Moines Dragons,1006,1038,1029,ball,ball,False,,0.4,3.335,3.21,1.62
P0001135,2025-04-02,2,top,1,0,0,Des Moines Dragons,Austin Aces,1036,1011,1001,strike,strike,False,,0.551,2.589,3.21,1.62
P0001136,2025-04-02,7,bottom,1,3,2,Austin Aces,Des Moines Dragons,1009,1040,1029,strike,strike,False,,0.27,2.6,3.21,1.62
P0001137,2025-04-02,7,top,2,0,1,Des Moines Dragons,Austin Aces,1034,1014,1001,strike,strike,False,,-0.042,1.989,3.21,1.62
P0001138,2025-04-02,2,bottom,0,3,1,Austin Aces,Des Moines Dragons,1003,1039,1029,ball,ball,False,,-1.077,2.569,3.21,1.62
P0001139,2025-04-02,7,top,1,2,1,Des Moines Dragons,Austin Aces,1031,1014,1001,ball,ball,False,,-0.818,2.041,3.21,1.62
P0001140,2025-04-02,2,top,0,3,2,Des Moines Dragons,Austin Aces,1029,1010,1001,strike,strike,False,,0.166,2.256,3.21,1.62
P0001141,2025-04-02,8,top,2,1,2,Des Moines Dragons,Austin Aces,1035,1012,1001,strike,strike,False,,-0.356,2.898,3.21,1.62
P0001142,2025-04-02,7,bottom,2,3,1,Austin Aces,Des Moines Dragons,1002,1040,1029,strike,strike,False,,-0.033,2.998,3.21,1.62
P0001143,2025-04-02,8,top,0,1,0,Des Moines Dragons,Austin Aces,1037,1011,1001,ball,ball,False,,-0.755,2.369,3.21,1.62
P0001144,2025-04-02,1,bottom,0,0,0,Austin Aces,Des Moines Dragons,1004,1039,1029,strike,strike,False,,0.047,2.958,3.21,1.62
P0001145,2025-04-02,8,bottom,0,2,2,Austin Aces,Des Moines Dragons,1008,1042,1029,ball,ball,False,,-0.945,3.261,3.21,1.62
P0001146,2025-04-02,2,bottom,1,3,1,Austin Aces,Des Moines Dragons,1005,1041,1029,strike,strike,False,,0.528,1.626,3.21,1.62
P0001147,2025-04-02,5,bottom,0,0,0,Austin Aces,Des Moines Dragons,1001,1041,1029,ball,ball,False,,0.029,3.443,3.21,1.62
P0001148,2025-04-02,2,top,2,2,2,Des Moines Dragons,Austin Aces,1033,1010,1001,strike,strike,False,,0.003,2.127,3.21,1.62
P0001149,2025-04-02,9,top,0,1,2,Des Moines Dragons,Austin Aces,1030,1014,1001,strike,strike,False,,0.463,2.34,3.21,1.62
P0001150,2025-04-02,6,bottom,0,0,0,Austin Aces,Des Moines Dragons,1007,1038,1029,strike,strike,False,,-0.05,2.437,3.21,1.62
P0001151,2025-04-02,8,top,0,3,2,Des Moines Dragons,Austin Aces,1032,1011,1001,strike,strike,False,,0.497,2.678,3.21,1.62
P0001152,2025-04-02,1,top,2,1,2,Des Moines Dragons,Austin Aces,1036,1011,1001,strike,strike,False,,0.14,2.726,3.21,1.62
P0001153,2025-04-02,4,bottom,2,2,2,Austin Aces,Des Moines Dragons,1006,1038,1029,ball,ball,False,,-0.852,2.216,3.21,1.62
P0001154,2025-04-02,4,bottom,1,0,2,Austin Aces,Des Moines Dragons,1009,1038,1029,ball,ball,False,,-0.849,2.108,3.21,1.62
P0001155,2025-04-02,2,top,0,3,2,Des Moines Dragons,Austin Aces,1034,1013,1001,strike,strike,False,,0.615,2.119,3.21,1.62
P0001156,2025-04-02,6,bottom,2,3,0,Austin Aces,Des Moines Dragons,1003,1039,1029,ball,ball,False,,1.066,1.963,3.21,1.62
P0001157,2025-04-02,4,top,0,1,2,Des Moines Dragons,Austin Aces,1031,1013,1001,ball,ball,False,,-0.662,1.561,3.21,1.62
P0001158,2025-04-02,4,bottom,2,0,2,Austin Aces,Des Moines Dragons,1002,1042,1029,strike,strike,False,,0.461,2.558,3.21,1.62
P0001159,2025-04-02,6,bottom,1,2,2,Austin Aces,Des Moines Dragons,1004,1042,1029,ball,ball,False,,-0.725,3.447,3.21,1.62
P0001160,2025-04-02,9,top,0,1,1,Des Moines Dragons,Austin Aces,1029,1010,1001,ball,ball,False,,0.185,3.61,3.21,1.62
P0001161,2025-04-02,4,top,1,1,1,Des Moines Dragons,Austin Aces,1035,1012,1001,strike,strike,False,,-0.461,2.227,3.21,1.62
P0001162,2025-04-02,2,top,1,3,1,Des Moines Dragons,Austin Aces,1037,1013,1001,strike,strike,False,,0.428,2.368,3.21,1.62
P0001163,2025-04-02,9,bottom,2,3,2,Austin Aces,Des Moines Dragons,1008,1040,1029,strike,strike,False,,0.598,1.686,3.21,1.62
P0001164,2025-04-02,2,bottom,0,0,0,Austin Aces,Des Moines Dragons,1005,1042,1029,strike,strike,False,,-0.034,3.009,3.21,1.62
P0001165,2025-04-02,3,top,2,0,0,Des Moines Dragons,Austin Aces,1033,1011,1001,strike,strike,False,,0.598,1.759,3.21,1.62
P0001166,2025-04-02,8,top,2,1,2,Des Moines Dragons,Austin Aces,1030,1013,1001,strike,ball,False,,0.728,1.602,3.21,1.62
P0001167,2025-04-02,6,top,2,0,0,Des Moines Dragons,Austin Aces,1032,1010,1001,ball,ball,False,,-0.742,2.876,3.21,1.62
P0001168,2025-04-02,3,top,2,2,1,Des Moines Dragons,Austin Aces,1036,1011,1001,strike,strike,False,,0.308,2.84,3.21,1.62
P0001169,2025-04-02,2,bottom,1,3,0,Austin Aces,Des Moines Dragons,1001,1040,1029,strike,strike,False,,0.17,3.178,3.21,1.62
P0001170,2025-04-02,3,top,2,0,0,Des Moines Dragons,Austin Aces,1034,1012,1001,strike,strike,False,,-0.309,2.377,3.21,1.62
P0001171,2025-04-02,4,bottom,0,2,2,Austin Aces,Des Moines Dragons,1007,1038,1029,strike,strike,False,,-0.065,2.768,3.21,1.62
P0001172,2025-04-02,4,top,2,1,0,Des Moines Dragons,Austin Aces,1031,1013,1001,strike,strike,False,,0.158,2.808,3.21,1.62
P0001173,2025-04-02,8,bottom,0,0,2,Austin Aces,Des Moines Dragons,1006,1038,1029,ball,ball,False,,-1.164,1.7,3.21,1.62
P0001174,2025-04-02,8,top,2,3,1,Des Moines Dragons,Austin Aces,1029,1010,1001,strike,strike,False,,-0.073,1.896,3.21,1.62
P0001175,2025-04-02,3,top,0,3,0,Des Moines Dragons,Austin Aces,1035,1010,1001,strike,strike,False,,0.603,2.41,3.21,1.62
P0001176,2025-04-02,8,bottom,1,3,2,Austin Aces,Des Moines Dragons,1009,1038,1029,strike,strike,False,,-0.665,1.778,3.21,1.62
P0001177,2025-04-02,7,top,1,3,1,Des Moines Dragons,Austin Aces,1037,1012,1001,strike,strike,False,,-0.482,3.007,3.21,1.62
P0001178,2025-04-02,4,top,0,2,1,Des Moines Dragons,Austin Aces,1033,1013,1001,strike,strike,False,,-0.015,3.199,3.21,1.62
P0001179,2025-04-02,7,top,1,1,2,Des Moines Dragons,Austin Aces,1030,1010,1001,ball,ball,False,,-0.926,1.656,3.21,1.62
P0001180,2025-04-02,9,bottom,2,1,2,Austin Aces,Des Moines Dragons,1003,1042,1029,ball,ball,False,,-0.602,1.359,3.21,1.62
P0001181,2025-04-02,4,bottom,0,1,0,Austin Aces,Des Moines Dragons,1002,1040,1029,strike,strike,False,,-0.451,2.562,3.21,1.62
P0001182,2025-04-02,4,bottom,2,0,1,Austin Aces,Des Moines Dragons,1004,1042,1029,strike,strike,False,,0.305,2.132,3.21,1.62
P0001183,2025-04-02,4,bottom,0,0,1,Austin Aces,Des Moines Dragons,1008,1042,1029,strike,strike,False,,0.103,2.287,3.21,1.62
P0001184,2025-04-02,2,top,1,1,0,Des Moines Dragons,Austin Aces,1032,1011,1001,ball,ball,False,,0.715,2.864,3.21,1.62
P0001185,2025-04-02,2,top,2,2,2,Des Moines Dragons,Austin Aces,1036,1014,1001,ball,ball,False,,1.353,2.401,3.21,1.62
P0001186,2025-04-02,8,top,0,0,1,Des Moines Dragons,Austin Aces,1034,1014,1001,strike,strike,False,,-0.024,1.917,3.21,1.62
P0001187,2025-04-02,9,bottom,1,0,2,Austin Aces,Des Moines Dragons,1005,1042,1029,strike,strike,False,,0.641,2.802,3.21,1.62
P0001188,2025-04-02,6,bottom,2,0,2,Austin Aces,Des Moines Dragons,1001,1042,1029,strike,strike,False,,-0.633,1.712,3.21,1.62
P0001189,2025-04-02,3,bottom,0,0,2,Austin Aces,Des Moines Dragons,1007,1042,1029,ball,ball,False,,-0.762,1.328,3.21,1.62
P0000458,2025-04-03,4,bottom,2,0,1,El Paso Explorers,Austin Aces,1048,1014,1001,strike,ball,True,CH00458,0.721,2.307,3.21,1.62
P0000573,2025-04-03,4,bottom,0,3,2,El Paso Explorers,Austin Aces,1046,1014,1001,ball,ball,True,CH00573,0.722,3.51,3.21,1.62
P0000761,2025-04-03,6,top,0,2,1,Austin Aces,El Paso Explorers,1004,1054,1043,ball,strike,True,CH00761,0.447,1.796,3.21,1.62
P0001190,2025-04-03,8,bottom,1,3,2,Austin Aces,El Paso Explorers,1009,1052,1043,ball,strike,False,,-0.478,3.12,3.21,1.62
P0001191,2025-04-03,4,bottom,1,3,0,Austin Aces,El Paso Explorers,1003,1052,1043,strike,strike,False,,0.073,2.297,3.21,1.62
P0001192,2025-04-03,5,bottom,2,0,2,Austin Aces,El Paso Explorers,1004,1053,1043,strike,strike,False,,0.116,2.39,3.21,1.62
P0001193,2025-04-03,8,bottom,1,3,1,Austin Aces,El Paso Explorers,1006,1055,1043,ball,ball,False,,0.996,2.991,3.21,1.62
P0001194,2025-04-03,2,top,1,3,1,El Paso Explorers,Austin Aces,1047,1013,1001,ball,ball,False,,-0.889,3.169,3.21,1.62
P0001195,2025-04-03,3,bottom,0,3,2,Austin Aces,El Paso Explorers,1005,1054,1043,strike,strike,False,,-0.669,2.326,3.21,1.62
P0001196,2025-04-03,7,bottom,0,3,2,Austin Aces,El Paso Explorers,1007,1056,1043,strike,strike,False,,0.165,2.49,3.21,1.62
P0001197,2025-04-03,3,top,1,2,0,El Paso Explorers,Austin Aces,1050,1010,1001,strike,strike,False,,-0.261,1.964,3.21,1.62
P0001198,2025-04-03,4,bottom,0,0,0,Austin Aces,El Paso Explorers,1002,1056,1043,strike,strike,False,,0.593,2.346,3.21,1.62
P0001199,2025-04-03,7,top,1,3,1,El Paso Explorers,Austin Aces,1043,1011,1001,strike,strike,False,,-0.546,1.795,3.21,1.62
P0001200,2025-04-03,2,top,2,0,2,El Paso Explorers,Austin Aces,1048,1014,1001,ball,ball,False,,0.839,3.525,3.21,1.62
P0001201,2025-04-03,6,bottom,1,1,2,Austin Aces,El Paso Explorers,1008,1055,1043,ball,ball,False,,-0.72,1.792,3.21,1.62
P0001202,2025-04-03,3,bottom,0,3,1,Austin Aces,El Paso Explorers,1001,1054,1043,strike,strike,False,,-0.628,2.532,3.21,1.62
P0001203,2025-04-03,5,top,2,2,2,El Paso Explorers,Austin Aces,1046,1011,1001,strike,strike,False,,-0.246,2.618,3.21,1.62
P0001204,2025-04-03,6,bottom,1,2,0,Austin Aces,El Paso Explorers,1009,1053,1043,ball,ball,False,,0.745,3.283,3.21,1.62
P0001205,2025-04-03,3,top,0,0,1,El Paso Explorers,Austin Aces,1049,1010,1001,strike,strike,False,,0.533,1.721,3.21,1.62
P0001206,2025-04-03,6,bottom,2,1,2,Austin Aces,El Paso Explorers,1003,1054,1043,strike,strike,False,,0.415,3.15,3.21,1.62
P0001207,2025-04-03,4,bottom,1,3,0,Austin Aces,El Paso Explorers,1004,1056,1043,ball,ball,False,,0.264,3.219,3.21,1.62
P0001208,2025-04-03,1,top,2,0,1,El Paso Explorers,Austin Aces,1044,1013,1001,ball,strike,False,,-0.592,2.303,3.21,1.62
P0001209,2025-04-03,7,top,2,3,0,El Paso Explorers,Austin Aces,1045,1014,1001,ball,ball,False,,-0.006,1.531,3.21,1.62
P0001210,2025-04-03,8,bottom,0,0,1,Austin Aces,El Paso Explorers,1006,1054,1043,strike,strike,False,,0.521,2.356,3.21,1.62
P0001211,2025-04-03,3,bottom,2,3,0,Austin Aces,El Paso Explorers,1005,1055,1043,strike,strike,False,,-0.025,3.19,3.21,1.62
